=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2020.12.22 16:42:51 =~=~=~=~=~=~=~=~=~=~=~=

Adafruit MPU6050 test!
MPU6050 Found!
Accelerometer range set to: +-8G
-0.03 0.19 -0.15 -0.89 39.18
0.28 0.19 -0.17 -0.98 37.38
0.46 0.14 -0.22 -1.06 31.92
0.59 0.14 -0.27 -1.15 25.21
0.56 0.14 -0.30 -1.27 22.76
0.38 0.15 -0.33 -1.36 17.57
0.22 0.18 -0.36 -1.47 12.73
0.10 0.18 -0.36 -1.55 9.69
-0.01 0.18 -0.36 -1.62 4.33
-0.06 0.16 -0.36 -1.68 -0.51
-0.05 0.17 -0.36 -1.73 -4.33
-0.04 0.20 -0.36 -1.78 -7.39
-0.04 0.22 -0.35 -1.82 -9.19
-0.03 0.22 -0.34 -1.85 -10.44
-0.21 0.18 -0.31 -1.86 -9.55
-0.29 0.16 -0.28 -1.86 -8.06
-0.32 0.18 -0.23 -1.85 -3.90
-0.36 0.19 -0.21 -1.83 -6.04
-0.46 0.20 -0.20 -1.79 -13.50
-0.64 0.19 -0.17 -1.74 -19.37
-0.66 0.17 -0.13 -1.66 -22.53
-0.68 0.15 -0.09 -1.56 -25.36
-0.67 0.15 -0.05 -1.46 -24.87
-0.59 0.18 -0.02 0.11 -77.77
-0.54 0.19 0.00 0.12 -77.82
-0.43 0.19 0.01 0.12 -78.34
-0.43 0.18 0.02 0.15 -79.66
-0.33 0.19 0.04 0.13 -76.05
-0.24 0.18 0.04 0.15 -74.93
-0.21 0.18 0.04 0.13 -73.12
-0.29 0.20 0.05 0.13 -71.17
-0.41 0.19 0.07 0.15 -68.14
-0.56 0.19 0.09 0.14 -66.02
-0.74 0.20 0.12 0.28 -71.09
-0.70 0.19 0.14 0.43 -75.40
-0.54 0.18 0.15 0.59 -80.92
-0.55 0.16 0.16 0.82 -87.52
-0.62 0.14 0.21 0.98 -82.86
-0.56 0.18 0.26 1.15 -77.35
-0.57 0.21 0.30 1.32 -72.01
-0.72 0.25 0.37 1.49 -61.75
-0.62 0.25 0.47 1.70 -43.34
-0.42 0.24 0.57 1.86 -18.39
0.05 0.22 0.65 2.01 12.48
0.48 0.19 0.68 2.15 32.91
0.48 0.18 0.68 2.24 48.57
0.40 0.16 0.68 2.31 63.50
0.17 0.17 0.67 2.36 71.60
0.12 0.16 0.67 2.38 79.79
0.45 0.21 0.65 2.39 89.33
0.86 0.17 0.58 2.36 91.54
0.77 0.09 0.44 2.31 71.82
0.59 0.09 0.28 2.22 42.41
0.41 0.15 0.18 2.15 23.00
0.16 0.20 0.10 2.07 6.80
0.02 0.21 0.06 1.99 -3.08
0.08 0.19 0.05 -0.09 65.54
0.18 0.17 0.05 -0.08 65.75
0.18 0.17 0.06 -0.08 70.46
0.33 0.20 0.08 -0.09 79.62
0.33 0.20 0.09 -0.09 85.63
0.27 0.21 0.10 -0.22 95.93
0.22 0.19 0.11 -0.32 104.41
0.35 0.17 0.12 -0.43 113.33
0.40 0.14 0.10 -0.54 116.77
0.60 0.14 0.01 -0.68 103.61
0.85 0.19 -0.10 -0.13 63.46
0.78 0.15 -0.24 -0.28 36.71
0.47 0.21 -0.33 -0.45 19.37
0.20 0.18 -0.36 -0.58 10.80
-0.05 0.16 -0.37 -0.73 4.59
-0.44 0.18 -0.37 -0.83 -6.76
-0.94 0.24 -0.34 -0.89 -18.65
-1.10 0.26 -0.28 -0.92 -23.82
-1.37 0.24 -0.18 -0.91 -21.79
-1.59 0.11 -0.06 -0.85 -18.64
-1.86 0.09 0.11 0.11 -33.15
-1.70 0.20 0.27 0.24 -15.23
-1.31 0.33 0.38 0.39 -6.67
-0.88 0.31 0.40 0.54 -9.70
-0.72 0.23 0.41 0.73 -17.78
-0.79 0.19 0.44 0.90 -19.78
-1.02 0.16 0.50 1.08 -14.95
-0.92 0.14 0.60 1.26 2.20
-0.52 0.14 0.68 1.43 21.17
-0.12 0.20 0.74 1.65 41.98
0.42 0.26 0.77 1.78 66.10
0.56 0.29 0.78 1.87 86.01
0.58 0.26 0.80 1.93 109.27
0.63 0.16 0.82 1.96 134.36
0.82 0.09 0.82 1.96 156.05
1.05 0.09 0.78 1.91 172.87
1.35 0.09 0.73 1.80 190.95
1.90 0.16 0.65 1.66 208.76
2.34 0.34 0.47 1.42 205.38
2.13 0.18 0.22 1.17 176.59
1.46 0.08 -0.05 0.90 128.75
0.94 -0.06 -0.32 0.63 68.24
0.55 0.19 -0.47 0.30 34.20
0.33 -0.05 -0.55 0.05 14.39
0.58 -0.09 -0.64 -0.25 -5.95
-0.05 0.63 -0.68 -0.47 -24.82
0.32 0.76 -0.66 -0.68 -21.48
0.32 0.63 -0.64 -0.92 -13.68
0.81 0.36 -0.65 -1.12 -8.81
0.65 0.31 -0.72 -1.32 -23.36
0.07 0.33 -0.75 -1.49 -38.64
0.25 0.02 -0.68 -1.65 -21.48
0.10 -0.10 -0.54 -1.86 13.82
0.50 -0.27 -0.38 -2.01 61.95
0.72 -0.50 -0.30 -2.16 92.37
0.50 -0.04 -0.26 -2.31 109.37
0.87 0.19 -0.25 -2.51 125.96
0.68 0.22 -0.27 -2.68 130.87
0.46 0.08 -0.29 -2.85 128.79
0.73 0.74 -0.34 -3.02 125.44
0.73 1.14 -0.45 -3.27 104.83
0.50 0.59 -0.65 -3.44 54.38
0.51 0.53 -0.80 -3.60 14.62
0.35 0.10 -0.96 -3.75 -33.08
0.44 0.18 -1.06 -3.91 -63.14
0.35 0.06 -1.13 -4.03 -86.60
-0.19 -0.11 -1.17 -4.12 -112.61
-0.10 -0.50 -1.15 -4.19 -122.46
-0.11 -0.48 -1.09 -4.25 -118.05
-0.41 -0.49 -0.93 -4.27 -92.06
-0.42 0.02 -0.72 -4.26 -49.06
-0.53 0.22 -0.45 -4.23 10.84
-0.92 0.69 -0.22 -4.17 52.59
-0.63 0.79 -0.04 -4.11 90.50
-0.33 0.63 0.07 0.07 -27.53
-0.24 0.26 0.12 0.07 -16.31
0.34 0.21 0.08 0.14 -18.64
0.68 0.05 -0.04 0.04 -36.35
0.66 -0.05 -0.18 0.02 -62.54
0.35 0.01 -0.26 0.04 -82.33
-0.03 0.42 -0.34 0.06 -106.44
-0.20 0.50 -0.37 0.09 -121.33
-0.89 0.18 -0.32 0.16 -127.49
-1.09 0.07 -0.15 0.24 -102.02
-1.10 0.11 0.02 0.37 -75.55
-0.82 0.12 0.22 0.12 -21.45
-0.31 0.11 0.42 0.26 30.43
-0.28 0.19 0.52 0.36 59.72
0.18 0.23 0.58 0.45 84.13
0.71 0.21 0.53 0.51 88.03
0.69 0.18 0.43 0.54 78.23
0.44 0.19 0.35 0.55 67.03
0.26 0.21 0.28 0.55 55.96
0.26 0.26 0.23 0.54 49.15
0.26 0.30 0.16 0.52 36.25
0.27 0.21 0.05 0.49 12.81
0.15 0.24 -0.02 -0.03 13.79
-0.09 0.23 -0.07 -0.02 -3.85
-0.16 0.14 -0.10 -0.02 -17.03
-0.14 0.10 -0.10 -0.03 -20.60
-0.11 0.08 -0.08 -0.03 -17.89
-0.00 0.08 -0.05 -0.00 -11.47
0.26 0.14 -0.04 -0.01 -4.07
0.29 0.16 -0.04 -0.02 0.44
0.27 0.21 -0.03 -0.02 6.28
0.23 0.23 -0.02 -0.03 11.10
0.10 0.23 -0.02 -0.03 13.88
0.01 0.22 -0.01 -0.03 15.78
0.03 0.19 -0.00 -0.03 16.39
0.03 0.19 -0.02 -0.02 10.95
0.05 0.18 -0.04 -0.02 4.14
0.08 0.22 -0.08 -0.02 -4.46
-0.20 0.19 -0.08 -0.02 -9.79
-0.37 0.20 -0.04 -0.01 -8.46
-0.26 0.22 -0.00 0.00 -1.24
-0.09 0.21 0.01 0.00 -0.20
-0.05 0.20 0.01 0.01 -0.86
0.01 0.18 0.01 0.00 0.50
0.11 0.19 0.01 0.00 1.98
0.22 0.18 -0.01 -0.00 1.53
0.32 0.19 -0.03 -0.01 -0.61
0.27 0.18 -0.06 -0.02 -4.43
0.15 0.19 -0.07 -0.02 -5.78
0.06 0.20 -0.06 -0.02 -4.76
0.05 0.19 -0.07 -0.02 -5.58
0.06 0.18 -0.08 -0.02 -8.81
0.04 0.19 -0.10 -0.02 -16.11
-0.02 0.18 -0.12 -0.03 -22.87
-0.08 0.19 -0.13 -0.04 -29.75
-0.10 0.21 -0.15 -0.04 -36.91
-0.11 0.20 -0.16 -0.04 -43.26
-0.10 0.18 -0.17 -0.03 -49.35
-0.11 0.18 -0.18 -0.01 -56.47
-0.14 0.18 -0.19 0.00 -63.53
-0.18 0.19 -0.20 0.03 -70.60
-0.31 0.19 -0.20 0.07 -79.03
-0.63 0.17 -0.16 0.13 -82.37
-0.85 0.21 -0.09 0.20 -78.22
-0.67 0.26 -0.01 0.29 -67.38
-0.69 0.21 0.04 0.10 -55.87
-0.62 0.17 0.08 0.11 -52.12
-0.58 0.16 0.12 0.16 -46.35
-0.41 0.17 0.15 0.28 -45.48
-0.28 0.17 0.15 0.40 -49.44
-0.25 0.12 0.12 0.51 -59.38
-0.37 0.13 0.12 0.63 -64.47
-0.47 0.16 0.14 0.78 -66.36
-0.50 0.13 0.19 0.90 -59.63
-0.55 0.10 0.24 1.03 -54.25
-0.43 0.11 0.27 1.18 -50.77
-0.37 0.11 0.30 1.34 -47.70
-0.46 0.14 0.32 1.47 -45.50
-0.46 0.19 0.35 1.59 -42.28
-0.43 0.14 0.39 1.72 -34.30
-0.26 0.15 0.43 1.84 -25.49
-0.24 0.16 0.44 1.97 -21.16
-0.14 0.22 0.45 2.10 -19.37
-0.10 0.28 0.44 2.19 -19.37
-0.17 0.27 0.43 2.28 -20.48
-0.18 0.25 0.43 2.36 -18.59
-0.12 0.15 0.43 2.45 -15.54
-0.06 0.12 0.42 2.51 -14.64
-0.01 0.15 0.42 2.57 -12.10
0.07 0.21 0.40 2.61 -10.56
0.13 0.29 0.38 2.65 -9.81
0.12 0.27 0.37 2.68 -7.09
0.08 0.24 0.36 2.69 -4.86
0.03 0.21 0.36 2.70 -2.13
0.18 0.17 0.35 2.69 2.47
0.17 0.16 0.33 2.68 5.04
0.18 0.16 0.32 2.65 7.04
0.18 0.24 0.30 2.62 7.81
0.27 0.23 0.27 2.58 9.23
0.29 0.22 0.24 2.52 8.74
0.34 0.23 0.20 2.46 5.27
0.36 0.27 0.17 2.39 4.41
0.21 0.21 0.14 2.31 3.39
0.02 0.17 0.15 2.24 7.69
-0.01 0.18 0.18 2.17 16.45
-0.02 0.19 0.18 2.10 20.64
0.04 0.19 0.19 2.03 24.98
0.14 0.21 0.19 1.93 31.46
0.16 0.22 0.19 1.85 36.30
0.25 0.21 0.19 1.77 41.49
0.33 0.20 0.17 1.68 43.11
0.27 0.20 0.14 1.57 41.65
0.21 0.20 0.10 1.47 36.06
0.21 0.21 0.06 1.37 29.88
0.16 0.22 0.03 -0.10 73.23
0.05 0.22 0.01 -0.11 66.85
-0.04 0.21 0.01 -0.11 61.67
-0.02 0.21 0.02 -0.08 60.15
0.11 0.22 0.03 -0.08 62.66
0.23 0.23 0.04 -0.08 67.41
0.21 0.23 0.06 -0.09 73.28
0.16 0.21 0.08 -0.11 80.31
0.19 0.20 0.10 -0.09 87.90
0.25 0.21 0.12 -0.20 98.76
0.31 0.23 0.13 -0.30 108.04
0.27 0.22 0.14 -0.40 116.96
0.38 0.18 0.15 -0.53 128.49
0.47 0.13 0.13 -0.65 134.27
0.94 0.23 0.02 -0.79 120.83
1.14 0.32 -0.14 -0.16 67.10
1.15 0.25 -0.34 -0.40 31.32
0.56 0.22 -0.49 -0.57 -2.85
0.32 0.22 -0.54 -0.73 -17.90
0.07 0.26 -0.55 -0.88 -23.24
0.18 0.29 -0.55 -1.01 -25.56
0.12 0.25 -0.56 -1.16 -33.21
0.24 0.20 -0.57 -1.27 -37.10
0.06 0.21 -0.55 -1.37 -36.37
-0.26 0.16 -0.48 -1.46 -26.81
-0.26 0.13 -0.36 -1.55 -0.16
-0.00 0.17 -0.27 -1.60 21.52
0.14 0.18 -0.22 -1.66 34.85
0.24 0.19 -0.21 -1.72 39.90
0.13 0.22 -0.21 -1.77 40.09
0.04 0.26 -0.20 -1.83 41.51
-0.08 0.24 -0.17 -1.87 45.33
0.01 0.24 -0.16 -1.90 45.78
0.06 0.22 -0.18 -1.94 41.06
0.15 0.22 -0.22 -1.98 30.48
0.09 0.17 -0.26 -2.01 19.84
-0.03 0.16 -0.28 -2.03 10.46
-0.05 0.10 -0.28 -2.05 5.41
-0.07 0.03 -0.28 -2.06 1.47
-0.03 0.07 -0.28 -2.06 -0.53
-0.01 0.12 -0.26 -2.06 0.58
0.08 0.21 -0.25 -2.06 3.42
0.17 0.27 -0.24 -2.06 6.73
0.30 0.27 -0.23 -2.06 10.28
0.34 0.28 -0.23 -2.07 13.41
0.39 0.25 -0.24 -2.08 16.04
0.56 0.23 -0.25 -2.10 21.33
0.67 0.20 -0.27 -2.14 24.86
0.97 0.19 -0.29 -2.19 31.35
1.35 0.21 -0.35 -2.30 35.52
1.63 0.23 -0.44 -2.41 34.60
1.79 0.25 -0.55 -2.55 30.08
1.81 0.23 -0.70 -2.72 14.07
1.65 0.19 -0.82 -2.91 1.88
1.38 0.14 -0.92 -3.15 -11.77
0.73 0.16 -1.03 -3.34 -38.14
0.21 0.24 -1.07 -3.51 -55.53
-0.05 0.29 -1.07 -3.69 -67.82
-0.54 0.18 -1.04 -3.79 -79.07
-0.74 0.15 -0.98 -3.87 -86.16
-0.81 0.18 -0.92 -3.90 -91.92
-0.89 0.17 -0.88 -3.90 -107.38
-0.93 0.14 -0.86 -3.85 -125.94
-1.36 0.09 -0.79 -3.74 -139.72
-1.33 0.12 -0.69 -3.59 -143.38
-1.17 0.15 -0.57 -3.43 -137.09
-1.13 0.10 -0.48 -3.20 -138.20
-1.18 0.07 -0.37 -2.98 -131.81
-1.20 -0.03 -0.21 -2.75 -111.93
-1.10 0.04 -0.08 -2.49 -98.03
-0.91 0.14 0.02 -2.18 -88.22
-0.94 0.21 0.14 0.27 -147.48
-1.09 0.20 0.23 0.61 -141.59
-0.60 0.45 0.27 0.89 -137.24
-0.68 0.52 0.25 1.23 -154.65
-1.27 0.24 0.26 1.52 -172.39
-1.43 0.27 0.35 1.83 -167.68
-1.99 0.43 0.51 2.17 -153.53
-1.81 0.46 0.74 2.59 -118.09
-1.25 0.38 0.85 2.95 -100.79
-1.19 0.10 0.92 3.37 -95.08
-1.41 -0.10 0.96 3.72 -96.48
-1.24 -0.33 1.05 4.14 -87.06
-1.42 -0.44 1.13 4.50 -77.33
-0.63 -0.27 1.23 4.83 -50.18
-0.40 0.07 1.27 5.13 -31.63
-0.21 0.25 1.31 5.47 -14.50
0.50 0.92 1.34 5.69 15.90
0.41 0.74 1.28 5.92 17.30
0.38 0.25 1.22 6.07 22.41
-0.38 0.53 1.24 6.20 33.17
-0.43 0.03 1.31 6.34 58.41
-0.67 -0.13 1.36 6.44 75.22
-0.41 -0.19 1.37 6.53 84.48
0.42 -0.32 1.28 6.59 81.65
0.37 -0.33 1.08 6.61 44.66
0.20 0.12 0.93 6.62 17.67
0.28 0.13 0.84 6.60 7.00
0.23 0.16 0.73 6.56 -9.47
0.47 0.53 0.65 6.51 -17.93
0.38 0.72 0.57 6.44 -25.41
0.34 0.64 0.53 6.34 -26.22
-0.38 0.23 0.53 6.26 -24.50
-0.62 0.04 0.64 6.19 0.19
0.06 0.22 0.75 6.10 37.89
0.39 0.30 0.77 5.98 60.58
0.62 -0.06 0.76 5.86 77.07
0.85 0.21 0.72 5.72 87.28
0.45 0.12 0.68 5.56 90.40
-0.28 0.07 0.66 5.40 88.48
0.13 0.11 0.67 5.21 101.39
0.75 0.13 0.64 5.03 111.98
0.98 0.08 0.52 4.78 103.78
0.85 -0.04 0.34 4.56 75.13
0.81 0.13 0.21 4.28 57.67
0.74 0.29 0.10 4.03 41.31
0.63 0.34 -0.02 3.79 18.94
0.53 0.30 -0.09 -0.25 141.07
0.50 0.28 -0.14 -0.49 137.15
0.31 0.23 -0.16 -0.78 137.30
0.23 0.18 -0.13 -1.05 148.22
0.77 0.23 -0.10 -1.29 168.51
0.52 0.13 -0.18 -1.52 156.13
0.41 0.15 -0.28 -1.80 135.60
0.83 0.29 -0.48 -2.03 89.58
1.21 0.34 -0.66 -2.27 54.81
1.13 0.35 -0.83 -2.52 20.77
0.81 0.61 -0.98 -2.80 -14.57
0.57 0.39 -1.03 -3.07 -28.43
0.29 0.09 -1.02 -3.27 -30.27
-0.03 -0.16 -0.96 -3.45 -23.21
-0.03 -0.29 -0.88 -3.61 -11.05
-0.06 -0.06 -0.77 -3.77 9.18
-0.03 0.20 -0.71 -3.88 16.79
-0.07 0.33 -0.68 -3.98 16.30
-0.04 0.32 -0.67 -4.06 11.45
-0.06 0.18 -0.66 -4.15 9.09
-0.18 0.08 -0.63 -4.20 5.89
-0.23 0.16 -0.60 -4.22 5.26
-0.22 0.15 -0.55 -4.24 8.82
-0.20 0.11 -0.50 -4.24 11.90
-0.13 0.23 -0.45 -4.23 20.82
-0.10 0.29 -0.40 -4.21 27.72
-0.08 0.20 -0.38 -4.18 26.03
-0.13 0.10 -0.36 -4.14 25.31
-0.06 0.08 -0.36 -4.10 22.39
-0.13 0.07 -0.36 -4.05 14.25
-0.20 0.29 -0.36 -3.99 7.95
-0.33 0.39 -0.33 -3.93 5.57
-0.39 0.40 -0.29 -3.85 6.67
-0.35 0.38 -0.24 -3.77 11.38
-0.30 0.21 -0.19 -3.66 16.99
-0.17 0.13 -0.16 -3.54 21.75
0.31 0.20 -0.17 -3.46 22.91
0.81 0.18 -0.24 -3.40 13.77
0.67 0.25 -0.34 -3.35 -5.97
0.17 0.37 -0.41 -3.29 -25.50
-0.29 0.28 -0.38 -3.23 -28.02
-0.44 0.17 -0.31 -3.16 -17.89
-0.12 0.08 -0.20 -3.09 6.77
0.25 0.02 -0.16 -2.99 19.71
0.35 0.00 -0.14 -2.94 27.72
0.31 0.11 -0.14 -2.89 31.54
0.26 0.19 -0.14 -2.85 36.26
0.13 0.23 -0.13 -2.81 39.92
-0.03 0.19 -0.11 -2.76 41.25
-0.12 0.16 -0.11 -2.72 39.30
-0.17 0.16 -0.10 -2.68 36.62
-0.01 0.18 -0.11 -2.62 33.81
0.07 0.19 -0.12 -2.57 29.09
0.27 0.18 -0.15 -2.54 23.72
0.32 0.18 -0.23 -2.51 6.86
0.13 0.20 -0.30 -2.48 -12.13
0.04 0.19 -0.34 -2.44 -28.21
0.01 0.18 -0.39 -2.40 -43.56
0.06 0.20 -0.41 -2.36 -54.39
-0.27 0.16 -0.42 -2.30 -66.04
-0.60 0.14 -0.38 -2.23 -69.43
-0.78 0.16 -0.31 -2.12 -67.05
-0.72 0.20 -0.23 -2.01 -59.84
-0.51 0.27 -0.15 -1.89 -50.51
-0.36 0.23 -0.11 -1.77 -47.34
-0.28 0.20 -0.07 -1.64 -42.21
-0.35 0.16 -0.03 0.15 -94.75
-0.38 0.16 0.04 0.16 -79.82
-0.12 0.20 0.09 0.13 -59.50
0.13 0.18 0.09 0.24 -57.56
0.24 0.19 0.04 0.34 -65.42
-0.00 0.17 -0.02 0.12 -72.16
-0.46 0.13 -0.03 0.10 -77.79
-0.68 0.13 0.02 0.12 -74.05
-0.54 0.19 0.05 0.12 -69.19
-0.26 0.26 0.04 0.15 -73.33
-0.11 0.25 -0.00 0.14 -82.72
-0.09 0.18 -0.05 0.12 -92.93
-0.22 0.15 -0.09 0.12 -103.72
-0.31 0.16 -0.10 0.24 -113.37
-0.33 0.18 -0.10 0.39 -122.17
-0.38 0.19 -0.11 0.52 -131.64
-0.64 0.18 -0.09 0.67 -139.16
-1.12 0.15 -0.00 0.86 -135.83
-1.35 0.12 0.13 0.22 -92.74
-1.18 0.20 0.31 0.43 -61.20
-0.84 0.26 0.43 0.63 -39.84
-0.36 0.18 0.47 0.83 -29.57
-0.17 0.11 0.47 1.06 -28.46
-0.15 0.00 0.47 1.23 -27.34
-0.24 0.02 0.49 1.39 -21.76
-0.40 0.16 0.53 1.58 -12.68
-0.29 0.26 0.56 1.73 -4.42
-0.15 0.29 0.56 1.89 -1.39
0.03 0.23 0.53 2.01 -4.19
0.05 0.17 0.49 2.11 -9.37
-0.00 0.14 0.46 2.20 -12.25
-0.18 0.15 0.44 2.29 -17.28
-0.11 0.26 0.42 2.38 -19.34
0.08 0.32 0.40 2.46 -20.85
0.11 0.24 0.36 2.51 -25.39
0.04 0.20 0.33 2.56 -27.67
-0.05 0.18 0.32 2.60 -29.09
-0.15 0.15 0.33 2.64 -26.62
-0.27 0.18 0.35 2.67 -21.12
-0.38 0.22 0.37 2.71 -18.22
-0.46 0.29 0.39 2.75 -17.10
-0.44 0.24 0.41 2.80 -15.00
-0.29 0.19 0.42 2.85 -12.91
-0.15 0.16 0.42 2.89 -11.62
-0.07 0.13 0.41 2.92 -11.09
0.01 0.14 0.39 2.94 -11.11
-0.02 0.17 0.38 2.96 -10.33
-0.11 0.21 0.40 2.98 -4.98
-0.09 0.22 0.42 2.98 3.80
-0.09 0.21 0.43 2.99 10.69
-0.08 0.14 0.43 2.98 13.49
-0.13 0.11 0.43 2.98 15.11
-0.21 0.13 0.44 2.97 19.62
-0.20 0.18 0.46 2.96 26.86
-0.18 0.21 0.48 2.95 34.12
-0.11 0.18 0.49 2.94 39.10
-0.14 0.12 0.48 2.91 40.82
-0.17 0.11 0.49 2.89 43.71
-0.20 0.16 0.49 2.87 47.44
-0.28 0.19 0.50 2.84 49.80
-0.39 0.19 0.51 2.82 52.52
-0.61 0.17 0.55 2.81 57.09
-0.86 0.14 0.60 2.81 63.31
-1.03 0.12 0.68 2.83 72.61
-1.09 0.14 0.77 2.86 88.69
-1.04 0.14 0.85 2.92 100.32
-0.68 0.12 0.89 2.96 108.85
-0.55 0.25 0.86 3.01 100.62
-0.47 0.20 0.83 3.05 93.09
0.02 0.31 0.79 3.08 90.82
0.64 0.28 0.73 3.07 92.93
0.94 0.35 0.66 3.03 96.21
1.28 0.49 0.57 2.95 100.92
1.28 0.33 0.51 2.79 113.91
1.26 0.21 0.46 2.65 126.43
1.46 -0.07 0.40 2.46 140.25
1.30 -0.05 0.38 2.25 159.92
1.53 0.16 0.33 1.95 179.15
2.01 0.00 0.23 1.67 187.88
1.80 0.12 0.09 1.35 180.89
1.30 0.09 -0.07 1.01 157.80
1.34 -0.25 -0.20 0.53 150.52
1.33 0.17 -0.35 0.17 128.62
1.38 0.27 -0.47 -0.20 116.67
1.05 0.86 -0.58 -0.57 98.05
1.26 1.02 -0.72 -1.01 77.54
0.99 0.38 -0.80 -1.38 65.05
1.24 0.59 -0.89 -1.75 56.52
1.66 0.07 -0.99 -2.12 45.06
1.14 -0.45 -1.06 -2.56 38.34
0.91 -0.56 -1.06 -2.98 43.60
0.86 -0.22 -1.05 -3.32 52.14
0.49 0.21 -1.02 -3.65 57.60
0.53 -0.12 -0.98 -3.95 68.19
0.73 0.79 -0.92 -4.30 89.51
0.44 1.29 -0.91 -4.58 91.50
0.84 0.89 -0.94 -4.85 88.07
0.80 0.63 -1.00 -5.16 78.05
0.47 0.28 -1.07 -5.40 56.35
1.15 -0.84 -1.11 -5.69 51.73
0.69 -0.64 -1.12 -5.92 49.53
0.43 -0.47 -1.14 -6.13 42.00
0.59 -0.03 -1.14 -6.32 38.43
-0.13 0.86 -1.15 -6.52 24.16
0.53 0.90 -1.16 -6.67 18.61
0.64 0.87 -1.17 -6.85 15.01
0.35 0.59 -1.26 -6.97 -14.33
0.20 0.45 -1.33 -7.08 -45.75
-0.01 0.01 -1.31 -7.17 -51.64
-0.31 -0.36 -1.23 -7.22 -49.57
0.06 0.03 -1.14 -7.24 -35.89
-0.07 -0.37 -1.10 -7.25 -36.61
-0.14 -0.02 -1.10 -7.24 -52.60
-0.17 0.40 -1.12 -7.20 -71.77
-0.77 0.69 -1.07 -7.13 -84.17
-0.57 0.27 -1.01 -7.03 -87.48
-0.42 0.52 -0.90 -6.89 -76.26
-0.12 0.38 -0.83 -6.77 -68.12
-0.17 -0.39 -0.78 -6.63 -66.79
-0.02 -0.32 -0.70 -6.49 -52.63
-0.12 -0.30 -0.65 -6.31 -48.23
-0.19 0.01 -0.62 -6.13 -51.40
-0.18 0.26 -0.62 -5.96 -61.46
-0.48 0.17 -0.60 -5.79 -70.43
-0.79 0.29 -0.54 -5.55 -76.95
-0.95 0.27 -0.47 -5.34 -79.21
-0.86 0.15 -0.40 -5.10 -80.07
-0.76 0.28 -0.35 -4.86 -81.65
-0.92 0.19 -0.29 -4.59 -86.59
-0.84 0.08 -0.22 -4.21 -86.89
-0.72 0.08 -0.13 -3.93 -77.42
-0.68 0.17 -0.08 -3.64 -75.97
-0.64 0.23 -0.03 -3.36 -74.36
-0.65 0.21 0.03 0.29 -187.13
-0.60 0.19 0.08 0.35 -174.36
-0.45 0.18 0.12 0.63 -170.46
-0.31 0.12 0.12 0.90 -174.08
-0.52 0.16 0.11 1.23 -187.20
-1.21 0.19 0.20 1.58 -183.13
-1.53 0.11 0.36 1.88 -164.40
-1.63 0.18 0.54 2.20 -136.64
-1.21 0.24 0.74 2.52 -96.75
-1.03 0.42 0.85 2.91 -78.38
-0.83 0.46 0.95 3.22 -55.13
-0.64 0.07 1.08 3.51 -17.70
-0.35 0.03 1.16 3.83 5.24
0.07 0.18 1.15 4.12 14.93
0.10 0.16 1.09 4.32 12.35
0.15 0.16 1.02 4.50 7.09
0.14 0.18 0.96 4.65 1.83
0.08 0.10 0.90 4.77 -2.11
0.07 0.05 0.85 4.87 -6.28
-0.05 0.18 0.78 4.97 -19.68
-0.07 0.29 0.70 5.06 -34.89
-0.02 -0.02 0.67 5.12 -37.63
0.11 -0.25 0.65 5.17 -34.19
0.15 -0.02 0.65 5.20 -23.56
0.13 0.14 0.65 5.21 -15.26
0.10 0.24 0.63 5.21 -10.44
0.05 0.28 0.60 5.20 -13.01
0.08 0.25 0.56 5.18 -16.04
0.27 0.23 0.52 5.13 -15.92
0.37 0.14 0.47 5.08 -18.97
0.27 0.29 0.42 5.01 -22.06
0.42 0.36 0.39 4.94 -20.08
0.39 0.36 0.34 4.85 -23.24
0.17 0.28 0.29 4.74 -29.65
-0.22 0.27 0.29 4.66 -28.53
-0.52 0.07 0.35 4.58 -18.45
-0.60 -0.01 0.41 4.51 -9.31
-0.35 0.20 0.44 4.44 0.36
0.10 0.33 0.44 4.38 6.82
0.36 0.30 0.40 4.30 6.00
0.47 0.19 0.35 4.22 2.86
0.16 0.00 0.29 4.12 -7.47
-0.02 -0.09 0.25 4.03 -15.36
-0.16 -0.01 0.23 3.93 -20.53
-0.06 0.18 0.20 3.83 -27.44
-0.01 0.26 0.16 3.74 -36.80
-0.20 0.21 0.12 3.67 -49.27
-0.41 0.04 0.11 3.61 -57.63
-0.52 0.07 0.14 3.55 -55.45
-0.36 0.27 0.22 3.51 -39.71
0.22 0.16 0.32 3.46 -4.02
0.21 -0.19 0.38 3.41 18.22
0.38 -0.08 0.40 3.31 35.90
0.60 0.22 0.39 3.22 47.57
0.59 0.52 0.36 3.12 55.85
0.51 0.51 0.34 3.00 61.92
0.56 0.26 0.30 2.87 65.04
0.56 0.15 0.27 2.70 68.34
0.23 0.13 0.23 2.56 64.81
0.30 0.23 0.18 2.41 58.65
0.49 0.31 0.12 2.22 54.03
0.41 0.35 0.05 2.06 42.60
0.31 0.27 -0.04 -0.19 97.21
-0.01 0.17 -0.09 -0.15 76.99
-0.22 0.11 -0.10 -0.28 67.39
-0.36 0.15 -0.11 -0.40 59.67
-0.19 0.22 -0.11 -0.50 55.12
0.03 0.26 -0.13 -0.62 48.27
0.06 0.22 -0.17 -0.73 36.66
